"year","month","month_name","day","date","day_of_week","day_of_week_num","carrier","airline_name","flight","tailnum","origin","dest","sched_dep_time","dep_time","dep_delay","dep_delay_flag","sched_arr_time","arr_time","arr_delay","arr_delay_flag","on_time","delay_category","air_time","distance","time_period"
2020,10,"Oct",31,2020-10-31,"Sat",7,"B6","JetBlue","B69897","N80389","DCA","SFO",1339,1297,-2,0,1776,1777,1,0,1,"Slightly Late",277,2219,"Afternoon"
2023,5,"May",6,2023-05-06,"Sat",7,"AS","Alaska","AS1424","N70915","DCA","IAH",1235,1194,-1,0,1475,1433,-2,0,1,"Early/On-Time",160,1279,"Afternoon"
2020,3,"Mar",19,2020-03-19,"Thu",5,"AA","American","AA1857","N56454","DCA","BOI",1616,1620,4,0,1663,1669,6,0,1,"Slightly Late",47,373,"Afternoon"
2024,3,"Mar",1,2024-03-01,"Fri",6,"F9","Frontier","F93011","N48374","DCA","PHL",2109,2063,-6,0,2137,2090,-7,0,1,"Early/On-Time",28,227,"Night"
2024,1,"Jan",22,2024-01-22,"Mon",2,"DL","Delta","DL121","N30359","DCA","PDX",2043,1993,-10,0,2499,2438,-21,0,1,"Early/On-Time",296,2371,"Evening"
2021,10,"Oct",30,2021-10-30,"Sat",7,"DL","Delta","DL4374","N39633","DCA","MSP",1035,1039,4,0,1254,1266,12,0,1,"Slightly Late",139,1112,"Morning"
2022,5,"May",9,2022-05-09,"Mon",2,"AA","American","AA5585","N73863","DCA","EWR",751,707,-4,0,860,819,-1,0,1,"Early/On-Time",69,552,"Early Morning"
2023,11,"Nov",4,2023-11-04,"Sat",7,"F9","Frontier","F94788","N24991","DCA","HOU",1507,1508,1,0,1647,1655,8,0,1,"Slightly Late",100,798,"Afternoon"
2024,4,"Apr",28,2024-04-28,"Sun",1,"AA","American","AA9534","N52483","DCA","OMA",927,886,-1,0,969,972,3,0,1,"Slightly Late",42,336,"Morning"
2019,6,"Jun",30,2019-06-30,"Sun",1,"WN","Southwest","WN3894","N99484","DCA","BOS",2038,2043,5,0,2082,2101,19,1,0,"Delayed",44,351,"Evening"
2021,1,"Jan",20,2021-01-20,"Wed",4,"UA","United","UA4138","N79571","DCA","BDL",706,715,9,0,814,818,4,0,1,"Slightly Late",68,545,"Early Morning"
2022,7,"Jul",31,2022-07-31,"Sun",1,"AA","American","AA1974","N60726","DCA","MSP",2128,2086,-2,0,2285,2286,1,0,1,"Slightly Late",117,936,"Night"
2023,11,"Nov",23,2023-11-23,"Thu",5,"UA","United","UA7299","N47455","DCA","CHS",1949,1950,1,0,1992,2004,12,0,1,"Slightly Late",43,347,"Evening"
2020,4,"Apr",7,2020-04-07,"Tue",3,"AA","American","AA2477","N95029","DCA","SEA",1158,1113,-5,0,1680,1631,-9,0,1,"Early/On-Time",322,2572,"Morning"
2022,8,"Aug",29,2022-08-29,"Mon",2,"DL","Delta","DL7205","N68660","DCA","PBI",1939,1962,23,1,1997,2023,26,1,0,"Delayed",58,460,"Evening"
2024,11,"Nov",1,2024-11-01,"Fri",6,"AS","Alaska","AS2769","N49523","DCA","TPA",1715,1716,1,0,1749,1708,-1,0,1,"Early/On-Time",34,268,"Evening"
2020,4,"Apr",8,2020-04-08,"Wed",4,"AA","American","AA8643","N91545","DCA","FLL",1158,1161,3,0,1259,1268,9,0,1,"Slightly Late",61,487,"Morning"
2021,9,"Sep",10,2021-09-10,"Fri",6,"B6","JetBlue","B68770","N84803","DCA","SEA",1825,1779,-6,0,2280,2232,-8,0,1,"Early/On-Time",295,2362,"Evening"
2019,8,"Aug",13,2019-08-13,"Tue",3,"WN","Southwest","WN160","N79586","DCA","PDX",1153,1112,-1,0,1654,1610,-4,0,1,"Early/On-Time",301,2409,"Morning"
2022,1,"Jan",30,2022-01-30,"Sun",1,"UA","United","UA6366","N10346","DCA","MSY",1008,1010,2,0,1057,1013,-4,0,1,"Early/On-Time",49,394,"Morning"
2020,5,"May",3,2020-05-03,"Sun",1,"NK","Spirit","NK5365","N11873","DCA","ELP",1818,1774,-4,0,1923,1927,4,0,1,"Slightly Late",65,519,"Evening"
2024,6,"Jun",26,2024-06-26,"Wed",4,"AA","American","AA9070","N62705","DCA","PBI",1647,1650,3,0,1781,1786,5,0,1,"Slightly Late",94,749,"Afternoon"
2023,5,"May",10,2023-05-10,"Wed",4,"AA","American","AA3205","N90347","DCA","PVD",2049,2003,-6,0,2171,2121,-10,0,1,"Early/On-Time",82,653,"Evening"
2024,1,"Jan",24,2024-01-24,"Wed",4,"DL","Delta","DL4038","N23624","DCA","FLL",734,691,-3,0,761,764,3,0,1,"Slightly Late",27,216,"Early Morning"
2023,9,"Sep",5,2023-09-05,"Tue",3,"UA","United","UA2588","N94842","DCA","BDL",1004,1011,7,0,1055,1068,13,0,1,"Slightly Late",51,408,"Morning"
2022,5,"May",15,2022-05-15,"Sun",1,"DL","Delta","DL5027","N91845","DCA","PDX",614,618,4,0,1124,1131,7,0,1,"Slightly Late",310,2482,"Early Morning"
2022,1,"Jan",13,2022-01-13,"Thu",5,"AA","American","AA1195","N88644","DCA","MSY",702,736,34,1,746,781,35,1,0,"Delayed",44,354,"Early Morning"
2024,5,"May",7,2024-05-07,"Tue",3,"AA","American","AA4386","N29199","DCA","MCO",914,915,1,0,1033,987,-6,0,1,"Early/On-Time",79,629,"Morning"
2019,6,"Jun",2,2019-06-02,"Sun",1,"DL","Delta","DL2174","N54296","DCA","GSP",1853,1810,-3,0,1964,1922,-2,0,1,"Early/On-Time",71,568,"Evening"
2024,4,"Apr",17,2024-04-17,"Wed",4,"UA","United","UA6080","N57095","DCA","RSW",1058,1058,0,0,1191,1197,6,0,1,"Slightly Late",93,744,"Morning"
2019,2,"Feb",18,2019-02-18,"Mon",2,"UA","United","UA1231","N46907","DCA","ATL",1451,1461,10,0,1579,1590,11,0,1,"Slightly Late",88,705,"Afternoon"
2019,6,"Jun",5,2019-06-05,"Wed",4,"WN","Southwest","WN4211","N83275","DCA","SFO",1122,1078,-4,0,1630,1631,1,0,1,"Slightly Late",308,2463,"Morning"
2023,5,"May",10,2023-05-10,"Wed",4,"DL","Delta","DL7143","N74693","DCA","ROC",1713,1665,-8,0,1744,1694,-10,0,1,"Early/On-Time",31,248,"Evening"
2019,10,"Oct",19,2019-10-19,"Sat",7,"DL","Delta","DL1974","N79216","DCA","BNA",1457,1464,7,0,1508,1510,2,0,1,"Slightly Late",51,408,"Afternoon"
2019,5,"May",28,2019-05-28,"Tue",3,"DL","Delta","DL5691","N69535","DCA","MCO",724,737,13,0,870,899,29,1,0,"Delayed",106,852,"Early Morning"
2024,2,"Feb",6,2024-02-06,"Tue",3,"DL","Delta","DL8056","N83915","DCA","OMA",940,896,-4,0,981,940,-1,0,1,"Early/On-Time",41,330,"Morning"
2022,1,"Jan",14,2022-01-14,"Fri",6,"DL","Delta","DL9666","N96463","DCA","RDU",1320,1338,18,1,1443,1467,24,1,0,"Delayed",83,666,"Afternoon"
2019,6,"Jun",18,2019-06-18,"Tue",3,"WN","Southwest","WN3665","N74671","DCA","RNO",608,559,-9,0,715,656,-19,0,1,"Early/On-Time",67,537,"Early Morning"
2021,6,"Jun",25,2021-06-25,"Fri",6,"UA","United","UA9116","N77034","DCA","FLL",1724,1683,-1,0,1860,1863,3,0,1,"Slightly Late",96,764,"Evening"
2021,1,"Jan",1,2021-01-01,"Fri",6,"WN","Southwest","WN6427","N15454","DCA","MCI",2041,1996,-5,0,2087,2090,3,0,1,"Slightly Late",46,366,"Evening"
2021,7,"Jul",7,2021-07-07,"Wed",4,"DL","Delta","DL3892","N33511","DCA","CLE",918,919,1,0,1020,973,-7,0,1,"Early/On-Time",62,494,"Morning"
2024,12,"Dec",2,2024-12-02,"Mon",2,"AA","American","AA1765","N81823","DCA","MSP",1230,1235,5,0,1389,1341,-8,0,1,"Early/On-Time",119,949,"Afternoon"
2023,12,"Dec",8,2023-12-08,"Fri",6,"AA","American","AA662","N65476","DCA","BDL",1954,1913,-1,0,2064,2064,0,0,1,"Early/On-Time",70,560,"Evening"
2024,4,"Apr",22,2024-04-22,"Mon",2,"WN","Southwest","WN1265","N42536","DCA","RSW",711,715,4,0,766,769,3,0,1,"Slightly Late",55,443,"Early Morning"
2022,5,"May",21,2022-05-21,"Sat",7,"UA","United","UA2936","N99437","DCA","SJC",1638,1593,-5,0,1738,1686,-12,0,1,"Early/On-Time",60,479,"Afternoon"
2022,8,"Aug",8,2022-08-08,"Mon",2,"DL","Delta","DL4838","N11107","DCA","FLL",1032,985,-7,0,1162,1116,-6,0,1,"Early/On-Time",90,717,"Morning"
2021,9,"Sep",11,2021-09-11,"Sat",7,"WN","Southwest","WN8203","N64226","DCA","SYR",1058,1060,2,0,1192,1204,12,0,1,"Slightly Late",94,753,"Morning"
2024,1,"Jan",25,2024-01-25,"Thu",5,"AA","American","AA1542","N61886","DCA","GEG",1631,1586,-5,0,1742,1746,4,0,1,"Slightly Late",71,571,"Afternoon"
2020,9,"Sep",16,2020-09-16,"Wed",4,"UA","United","UA4794","N42411","DCA","SEA",1225,1228,3,0,1671,1672,1,0,1,"Slightly Late",286,2288,"Afternoon"
2020,6,"Jun",25,2020-06-25,"Thu",5,"F9","Frontier","F98375","N37908","DCA","EWR",809,766,-3,0,926,879,-7,0,1,"Early/On-Time",77,618,"Early Morning"
2023,2,"Feb",1,2023-02-01,"Wed",4,"AA","American","AA510","N10038","DCA","ORD",1335,1292,-3,0,1535,1537,2,0,1,"Slightly Late",120,962,"Afternoon"
2024,3,"Mar",14,2024-03-14,"Thu",5,"WN","Southwest","WN3650","N57389","DCA","HOU",832,784,-8,0,964,916,-8,0,1,"Early/On-Time",92,737,"Early Morning"
2021,7,"Jul",5,2021-07-05,"Mon",2,"WN","Southwest","WN8417","N55083","DCA","DEN",1941,1942,1,0,2245,2246,1,0,1,"Slightly Late",184,1475,"Evening"
2022,2,"Feb",2,2022-02-02,"Wed",4,"AS","Alaska","AS3080","N81329","DCA","CLT",1648,1652,4,0,1776,1778,2,0,1,"Slightly Late",88,706,"Afternoon"
2022,5,"May",10,2022-05-10,"Tue",3,"WN","Southwest","WN8692","N29435","DCA","LAX",1851,1809,-2,0,2305,2308,3,0,1,"Slightly Late",294,2350,"Evening"
2024,11,"Nov",5,2024-11-05,"Tue",3,"DL","Delta","DL4374","N43063","DCA","BUF",1422,1422,0,0,1532,1483,-9,0,1,"Early/On-Time",70,559,"Afternoon"
2024,5,"May",28,2024-05-28,"Tue",3,"DL","Delta","DL1327","N12201","DCA","IND",957,916,-1,0,1062,1017,-5,0,1,"Early/On-Time",65,521,"Morning"
2020,2,"Feb",2,2020-02-02,"Sun",1,"AA","American","AA8995","N87393","DCA","GSP",2120,2079,-1,0,2171,2171,0,0,1,"Early/On-Time",51,405,"Night"
2023,9,"Sep",13,2023-09-13,"Wed",4,"WN","Southwest","WN4851","N86668","DCA","AUS",1159,1160,1,0,1296,1252,-4,0,1,"Early/On-Time",97,774,"Morning"
2023,3,"Mar",26,2023-03-26,"Sun",1,"AA","American","AA202","N20283","DCA","TPA",1640,1660,20,1,1693,1709,16,1,0,"Delayed",53,425,"Afternoon"
2023,6,"Jun",13,2023-06-13,"Tue",3,"AS","Alaska","AS9639","N66894","DCA","PHX",741,693,-8,0,1061,1063,2,0,1,"Slightly Late",200,1598,"Early Morning"
2024,9,"Sep",15,2024-09-15,"Sun",1,"AS","Alaska","AS9781","N64797","DCA","GSP",1722,1680,-2,0,1835,1843,8,0,1,"Slightly Late",73,583,"Evening"
2023,12,"Dec",24,2023-12-24,"Sun",1,"UA","United","UA7154","N85899","DCA","DAL",1932,1984,52,1,1959,2018,59,1,0,"Delayed",27,217,"Evening"
2024,9,"Sep",24,2024-09-24,"Tue",3,"WN","Southwest","WN992","N88019","DCA","ROC",1501,1459,-2,0,1612,1567,-5,0,1,"Early/On-Time",71,566,"Afternoon"
2021,5,"May",8,2021-05-08,"Sat",7,"B6","JetBlue","B63554","N34732","DCA","AUS",1200,1152,-8,0,1238,1197,-1,0,1,"Early/On-Time",38,304,"Afternoon"
2023,1,"Jan",27,2023-01-27,"Fri",6,"F9","Frontier","F98170","N51789","DCA","RSW",1437,1485,48,1,1471,1513,42,1,0,"Delayed",34,276,"Afternoon"
2021,5,"May",17,2021-05-17,"Mon",2,"NK","Spirit","NK5845","N81579","DCA","SJC",1049,1058,9,0,1085,1088,3,0,1,"Slightly Late",36,291,"Morning"
2020,1,"Jan",11,2020-01-11,"Sat",7,"AA","American","AA4711","N95820","DCA","PBI",1650,1662,12,0,1755,1770,15,0,1,"Slightly Late",65,518,"Afternoon"
2019,10,"Oct",7,2019-10-07,"Mon",2,"NK","Spirit","NK9633","N30726","DCA","SJC",948,904,-4,0,1078,1036,-2,0,1,"Early/On-Time",90,724,"Morning"
2021,9,"Sep",7,2021-09-07,"Tue",3,"DL","Delta","DL8391","N16337","DCA","LAX",1319,1277,-2,0,1840,1796,-4,0,1,"Early/On-Time",321,2567,"Afternoon"
2022,11,"Nov",28,2022-11-28,"Mon",2,"DL","Delta","DL4886","N31114","DCA","BDL",1725,1726,1,0,1783,1784,1,0,1,"Slightly Late",58,464,"Evening"
2020,12,"Dec",15,2020-12-15,"Tue",3,"UA","United","UA5506","N95531","DCA","SJC",629,666,37,1,764,804,40,1,0,"Delayed",95,758,"Early Morning"
2022,6,"Jun",2,2022-06-02,"Thu",5,"DL","Delta","DL2710","N27254","DCA","GEG",1735,1748,13,0,1853,1871,18,1,0,"Delayed",78,627,"Evening"
2022,10,"Oct",3,2022-10-03,"Mon",2,"WN","Southwest","WN7551","N43251","DCA","LAX",2149,2106,-3,0,2659,2615,-4,0,1,"Early/On-Time",310,2479,"Night"
2023,12,"Dec",30,2023-12-30,"Sat",7,"DL","Delta","DL7706","N89976","DCA","ORD",1044,1003,-1,0,1254,1254,0,0,1,"Early/On-Time",130,1041,"Morning"
2020,8,"Aug",27,2020-08-27,"Thu",5,"DL","Delta","DL518","N43353","DCA","DTW",611,628,17,1,735,761,26,1,0,"Delayed",84,676,"Early Morning"
2024,1,"Jan",2,2024-01-02,"Tue",3,"AS","Alaska","AS7180","N57876","DCA","MEM",1045,1045,0,0,1174,1131,-3,0,1,"Early/On-Time",89,711,"Morning"
2020,10,"Oct",8,2020-10-08,"Thu",5,"NK","Spirit","NK3684","N27214","DCA","MKE",1526,1535,9,0,1578,1584,6,0,1,"Slightly Late",52,415,"Afternoon"
2024,3,"Mar",14,2024-03-14,"Thu",5,"WN","Southwest","WN5072","N75529","DCA","TPA",1716,1722,6,0,1746,1751,5,0,1,"Slightly Late",30,240,"Evening"
2023,12,"Dec",2,2023-12-02,"Sat",7,"B6","JetBlue","B62410","N94228","DCA","SAT",823,778,-5,0,870,827,-3,0,1,"Early/On-Time",47,373,"Early Morning"
2019,6,"Jun",8,2019-06-08,"Sat",7,"AS","Alaska","AS9027","N33187","DCA","ELP",950,950,0,0,980,931,-9,0,1,"Early/On-Time",30,241,"Morning"
2021,7,"Jul",16,2021-07-16,"Fri",6,"WN","Southwest","WN2078","N99837","DCA","OMA",1905,1916,11,0,1939,1956,17,1,0,"Delayed",34,268,"Evening"
2021,9,"Sep",4,2021-09-04,"Sat",7,"UA","United","UA8430","N36487","DCA","DFW",1621,1623,2,0,1835,1841,6,0,1,"Slightly Late",134,1068,"Afternoon"
2020,10,"Oct",14,2020-10-14,"Wed",4,"DL","Delta","DL7900","N13358","DCA","RDU",1119,1076,-3,0,1150,1102,-8,0,1,"Early/On-Time",31,248,"Morning"
2022,11,"Nov",2,2022-11-02,"Wed",4,"DL","Delta","DL9942","N20187","DCA","ABQ",619,625,6,0,670,673,3,0,1,"Slightly Late",51,408,"Early Morning"
2021,12,"Dec",13,2021-12-13,"Mon",2,"AS","Alaska","AS9167","N42068","DCA","BDL",620,626,6,0,679,681,2,0,1,"Slightly Late",59,472,"Early Morning"
2023,7,"Jul",5,2023-07-05,"Wed",4,"AA","American","AA6614","N60561","DCA","GSP",608,567,-1,0,661,614,-7,0,1,"Early/On-Time",53,421,"Early Morning"
2024,1,"Jan",20,2024-01-20,"Sat",7,"UA","United","UA3192","N64479","DCA","RDU",1523,1525,2,0,1576,1582,6,0,1,"Slightly Late",53,426,"Afternoon"
2022,3,"Mar",7,2022-03-07,"Mon",2,"AA","American","AA1400","N39344","DCA","MSY",733,735,2,0,869,877,8,0,1,"Slightly Late",96,767,"Early Morning"
2022,12,"Dec",3,2022-12-03,"Sat",7,"AA","American","AA3366","N58909","DCA","CLT",1326,1331,5,0,1444,1447,3,0,1,"Slightly Late",78,624,"Afternoon"
2020,9,"Sep",11,2020-09-11,"Fri",6,"F9","Frontier","F94315","N96274","DCA","CHS",1340,1297,-3,0,1451,1458,7,0,1,"Slightly Late",71,567,"Afternoon"
2024,10,"Oct",21,2024-10-21,"Mon",2,"UA","United","UA9802","N87835","DCA","LAS",649,662,13,0,953,965,12,0,1,"Slightly Late",184,1472,"Early Morning"
2019,12,"Dec",1,2019-12-01,"Sun",1,"UA","United","UA2347","N97024","DCA","PHX",1029,1174,105,1,1286,1435,109,1,0,"Severely Delayed",177,1413,"Morning"
2022,6,"Jun",24,2022-06-24,"Fri",6,"DL","Delta","DL3792","N69900","DCA","SLC",1505,1506,1,0,1848,1852,4,0,1,"Slightly Late",223,1787,"Afternoon"
2024,12,"Dec",18,2024-12-18,"Wed",4,"WN","Southwest","WN5076","N20174","DCA","TUS",841,845,4,0,981,991,10,0,1,"Slightly Late",100,796,"Early Morning"
2022,3,"Mar",19,2022-03-19,"Sat",7,"AA","American","AA9709","N23919","DCA","MSP",1212,1170,-2,0,1452,1403,-9,0,1,"Early/On-Time",160,1276,"Afternoon"
2021,12,"Dec",20,2021-12-20,"Mon",2,"B6","JetBlue","B67105","N76463","DCA","GEG",1120,1077,-3,0,1256,1213,-3,0,1,"Early/On-Time",96,771,"Morning"
2021,11,"Nov",9,2021-11-09,"Tue",3,"DL","Delta","DL6750","N43754","DCA","ATL",604,562,-2,0,721,728,7,0,1,"Slightly Late",77,613,"Early Morning"
2020,11,"Nov",12,2020-11-12,"Thu",5,"NK","Spirit","NK8599","N25359","DCA","PHL",1641,1649,8,0,1689,1646,-3,0,1,"Early/On-Time",48,381,"Afternoon"
2021,9,"Sep",9,2021-09-09,"Thu",5,"DL","Delta","DL4047","N48162","DCA","LAS",914,928,14,0,1216,1231,15,0,1,"Slightly Late",182,1453,"Morning"
2020,6,"Jun",12,2020-06-12,"Fri",6,"WN","Southwest","WN8543","N70233","DCA","PDX",1212,1168,-4,0,1729,1682,-7,0,1,"Early/On-Time",317,2533,"Afternoon"
2019,3,"Mar",23,2019-03-23,"Sat",7,"WN","Southwest","WN1334","N22298","DCA","MSP",1454,1460,6,0,1686,1694,8,0,1,"Slightly Late",152,1213,"Afternoon"
2022,5,"May",19,2022-05-19,"Thu",5,"UA","United","UA4734","N82164","DCA","PBI",1330,1378,48,1,1452,1510,58,1,0,"Delayed",82,658,"Afternoon"
2019,4,"Apr",4,2019-04-04,"Thu",5,"DL","Delta","DL8940","N47551","DCA","BUF",1614,1571,-3,0,1749,1697,-12,0,1,"Early/On-Time",95,760,"Afternoon"
2021,7,"Jul",21,2021-07-21,"Wed",4,"B6","JetBlue","B69037","N36296","DCA","EWR",1544,1549,5,0,1569,1576,7,0,1,"Slightly Late",25,203,"Afternoon"
2023,9,"Sep",10,2023-09-10,"Sun",1,"AA","American","AA2063","N72258","DCA","SEA",2143,2143,0,0,2588,2591,3,0,1,"Slightly Late",285,2282,"Night"
2024,7,"Jul",27,2024-07-27,"Sat",7,"UA","United","UA4504","N13413","DCA","AUS",1009,1011,2,0,1050,1051,1,0,1,"Slightly Late",41,327,"Morning"
2021,8,"Aug",11,2021-08-11,"Wed",4,"DL","Delta","DL6311","N49703","DCA","SYR",1348,1304,-4,0,1479,1435,-4,0,1,"Early/On-Time",91,725,"Afternoon"
2024,2,"Feb",3,2024-02-03,"Sat",7,"AA","American","AA2931","N76263","DCA","IND",1007,962,-5,0,1051,1006,-5,0,1,"Early/On-Time",44,348,"Morning"
2020,4,"Apr",17,2020-04-17,"Fri",6,"AA","American","AA1712","N72965","DCA","FLL",1801,1803,2,0,1937,1892,-5,0,1,"Early/On-Time",96,768,"Evening"
2022,10,"Oct",1,2022-10-01,"Sat",7,"AS","Alaska","AS3549","N94920","DCA","LAS",1335,1289,-6,0,1647,1602,-5,0,1,"Early/On-Time",192,1532,"Afternoon"
2021,4,"Apr",8,2021-04-08,"Thu",5,"AA","American","AA2478","N18346","DCA","MKE",748,706,-2,0,880,889,9,0,1,"Slightly Late",92,738,"Early Morning"
2022,6,"Jun",8,2022-06-08,"Wed",4,"UA","United","UA1651","N46059","DCA","DAL",1444,1399,-5,0,1557,1501,-16,0,1,"Early/On-Time",73,584,"Afternoon"
2022,10,"Oct",21,2022-10-21,"Fri",6,"UA","United","UA777","N98092","DCA","LAX",2245,2203,-2,0,2745,2703,-2,0,1,"Early/On-Time",300,2396,"Night"
2024,11,"Nov",25,2024-11-25,"Mon",2,"DL","Delta","DL4797","N20742","DCA","SEA",1431,1445,14,0,1873,1884,11,0,1,"Slightly Late",282,2256,"Afternoon"
2020,8,"Aug",23,2020-08-23,"Sun",1,"AA","American","AA7829","N81151","DCA","RDU",1742,1698,-4,0,1881,1837,-4,0,1,"Early/On-Time",99,794,"Evening"
2024,11,"Nov",20,2024-11-20,"Wed",4,"AA","American","AA523","N27731","DCA","MCO",932,890,-2,0,1066,1021,-5,0,1,"Early/On-Time",94,755,"Morning"
2021,1,"Jan",24,2021-01-24,"Sun",1,"UA","United","UA6657","N61042","DCA","MIA",1741,1743,2,0,1862,1864,2,0,1,"Slightly Late",81,651,"Evening"
2022,7,"Jul",5,2022-07-05,"Tue",3,"AS","Alaska","AS6408","N87451","DCA","BOS",1602,1610,8,0,1658,1666,8,0,1,"Slightly Late",56,448,"Afternoon"
2022,4,"Apr",22,2022-04-22,"Fri",6,"UA","United","UA5078","N82796","DCA","DEN",1801,1801,0,0,2105,2063,-2,0,1,"Early/On-Time",184,1475,"Evening"
2021,4,"Apr",22,2021-04-22,"Thu",5,"DL","Delta","DL4669","N23903","DCA","JFK",1043,1000,-3,0,1094,1045,-9,0,1,"Early/On-Time",51,409,"Morning"
2022,11,"Nov",14,2022-11-14,"Mon",2,"NK","Spirit","NK5518","N19370","DCA","RNO",754,766,12,0,788,794,6,0,1,"Slightly Late",34,275,"Early Morning"
2023,12,"Dec",28,2023-12-28,"Thu",5,"DL","Delta","DL8839","N16778","DCA","RNO",1933,1948,15,0,2073,2091,18,1,0,"Delayed",100,798,"Evening"
2019,7,"Jul",16,2019-07-16,"Tue",3,"UA","United","UA9182","N13431","DCA","SAT",1209,1209,0,0,1247,1206,-1,0,1,"Early/On-Time",38,308,"Afternoon"
2023,8,"Aug",5,2023-08-05,"Sat",7,"DL","Delta","DL9999","N46325","DCA","PDX",1039,996,-3,0,1542,1492,-10,0,1,"Early/On-Time",303,2422,"Morning"
2022,4,"Apr",30,2022-04-30,"Sat",7,"B6","JetBlue","B64609","N29703","DCA","TPA",736,695,-1,0,784,739,-5,0,1,"Early/On-Time",48,383,"Early Morning"
2022,5,"May",1,2022-05-01,"Sun",1,"DL","Delta","DL9692","N76797","DCA","CHS",1648,1648,0,0,1752,1708,-4,0,1,"Early/On-Time",64,509,"Afternoon"
2022,12,"Dec",19,2022-12-19,"Mon",2,"AS","Alaska","AS689","N22073","DCA","LGA",1257,1259,2,0,1307,1263,-4,0,1,"Early/On-Time",50,400,"Afternoon"
2024,4,"Apr",13,2024-04-13,"Sat",7,"WN","Southwest","WN6728","N81381","DCA","TUS",1023,1024,1,0,1054,1054,0,0,1,"Early/On-Time",31,247,"Morning"
2021,12,"Dec",8,2021-12-08,"Wed",4,"WN","Southwest","WN1564","N11375","DCA","MEM",1011,969,-2,0,1116,1074,-2,0,1,"Early/On-Time",65,520,"Morning"
2021,11,"Nov",11,2021-11-11,"Thu",5,"B6","JetBlue","B69909","N57395","DCA","ORD",654,611,-3,0,873,874,1,0,1,"Slightly Late",139,1110,"Early Morning"
2022,11,"Nov",1,2022-11-01,"Tue",3,"DL","Delta","DL6712","N46575","DCA","BUF",1913,1866,-7,0,2037,1991,-6,0,1,"Early/On-Time",84,669,"Evening"
2019,5,"May",12,2019-05-12,"Sun",1,"WN","Southwest","WN6739","N28593","DCA","DTW",1705,1720,15,0,1809,1830,21,1,0,"Delayed",64,516,"Evening"
2023,5,"May",22,2023-05-22,"Mon",2,"DL","Delta","DL2329","N97757","DCA","OMA",634,637,3,0,672,678,6,0,1,"Slightly Late",38,302,"Early Morning"
2019,7,"Jul",6,2019-07-06,"Sat",7,"AA","American","AA1121","N17232","DCA","IND",1525,1532,7,0,1644,1659,15,0,1,"Slightly Late",79,634,"Afternoon"
2024,10,"Oct",1,2024-10-01,"Tue",3,"UA","United","UA3855","N78072","DCA","SAN",914,873,-1,0,1430,1385,-5,0,1,"Early/On-Time",316,2527,"Morning"
2021,12,"Dec",18,2021-12-18,"Sat",7,"AA","American","AA2404","N21842","DCA","IAH",2106,2061,-5,0,2329,2278,-11,0,1,"Early/On-Time",143,1143,"Night"
2022,11,"Nov",28,2022-11-28,"Mon",2,"WN","Southwest","WN8088","N97417","DCA","OMA",735,694,-1,0,769,769,0,0,1,"Early/On-Time",34,268,"Early Morning"
2024,11,"Nov",4,2024-11-04,"Mon",2,"DL","Delta","DL2483","N18987","DCA","GSP",950,955,5,0,1050,1056,6,0,1,"Slightly Late",60,478,"Morning"
2019,8,"Aug",16,2019-08-16,"Fri",6,"UA","United","UA1558","N62851","DCA","BDL",826,830,4,0,878,884,6,0,1,"Slightly Late",52,415,"Early Morning"
2024,8,"Aug",2,2024-08-02,"Fri",6,"DL","Delta","DL6703","N48253","DCA","SLC",1100,1105,5,0,1404,1410,6,0,1,"Slightly Late",184,1474,"Morning"
2023,5,"May",12,2023-05-12,"Fri",6,"AA","American","AA7030","N21889","DCA","LGA",635,751,76,1,687,803,76,1,0,"Severely Delayed",52,416,"Early Morning"
2023,8,"Aug",11,2023-08-11,"Fri",6,"DL","Delta","DL1607","N83830","DCA","DFW",1306,1418,72,1,1542,1657,75,1,0,"Severely Delayed",156,1247,"Afternoon"
2024,4,"Apr",12,2024-04-12,"Fri",6,"B6","JetBlue","B61964","N11854","DCA","MCI",912,912,0,0,944,949,5,0,1,"Slightly Late",32,255,"Morning"
2023,4,"Apr",12,2023-04-12,"Wed",4,"AA","American","AA1450","N63896","DCA","SEA",834,792,-2,0,1283,1291,8,0,1,"Slightly Late",289,2310,"Early Morning"
2022,4,"Apr",12,2022-04-12,"Tue",3,"AA","American","AA7498","N63051","DCA","PHX",2135,2090,-5,0,2459,2415,-4,0,1,"Early/On-Time",204,1629,"Night"
2019,1,"Jan",3,2019-01-03,"Thu",5,"AA","American","AA1816","N86214","DCA","ORD",646,603,-3,0,887,844,-3,0,1,"Early/On-Time",161,1290,"Early Morning"
2020,8,"Aug",29,2020-08-29,"Sat",7,"UA","United","UA6281","N59223","DCA","BUF",1848,1852,4,0,1882,1883,1,0,1,"Slightly Late",34,268,"Evening"
2024,12,"Dec",25,2024-12-25,"Wed",4,"AA","American","AA5040","N35293","DCA","IAH",1715,1741,26,1,1941,1972,31,1,0,"Delayed",146,1171,"Evening"
2020,4,"Apr",25,2020-04-25,"Sat",7,"AA","American","AA4304","N59228","DCA","IAH",815,770,-5,0,1049,1006,-3,0,1,"Early/On-Time",154,1234,"Early Morning"
2024,5,"May",13,2024-05-13,"Mon",2,"F9","Frontier","F98936","N67743","DCA","CLE",1141,1095,-6,0,1198,1141,-17,0,1,"Early/On-Time",57,456,"Morning"
